id,prompt,label,reasoning,graph_id,story_id,rung,query_type,formal_form,question_property,dataset_variant,subset,diagnostic_source
21008,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on effort and freckles. Effort has a direct effect on freckles. For nonsmokers and are lazy, the probability of freckles is 53%. For nonsmokers and are hard-working, the probability of freckles is 32%. For smokers and are lazy, the probability of freckles is 58%. For smokers and are hard-working, the probability of freckles is 23%. For nonsmokers, the probability of being hard-working is 2%. For smokers, the probability of being hard-working is 56%.",no,"Let X = smoking; V2 = effort; Y = freckles.
X->V2,X->Y,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]
P(Y=1 | X=0, V2=0) = 0.53
P(Y=1 | X=0, V2=1) = 0.32
P(Y=1 | X=1, V2=0) = 0.58
P(Y=1 | X=1, V2=1) = 0.23
P(V2=1 | X=0) = 0.02
P(V2=1 | X=1) = 0.56
0.56 * (0.32 - 0.53)+ 0.02 * (0.23 - 0.58)= -0.11
-0.11 < 0",mediation,neg_mediation,3,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",,anticommonsense,formal,stress
2658,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and foot size. Penguin mood has a direct effect on foot size. For those who choose to take the stairs and penguins who are sad, the probability of large feet is 15%. For those who choose to take the stairs and penguins who are happy, the probability of large feet is 58%. For those who choose to take the elevator and penguins who are sad, the probability of large feet is 30%. For those who choose to take the elevator and penguins who are happy, the probability of large feet is 73%. For those who choose to take the stairs, the probability of penguin happiness is 90%. For those who choose to take the elevator, the probability of penguin happiness is 46%.",no,"Let X = my decision; V2 = penguin mood; Y = foot size.
X->V2,X->Y,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]
P(Y=1 | X=0, V2=0) = 0.15
P(Y=1 | X=0, V2=1) = 0.58
P(Y=1 | X=1, V2=0) = 0.30
P(Y=1 | X=1, V2=1) = 0.73
P(V2=1 | X=0) = 0.90
P(V2=1 | X=1) = 0.46
0.46 * (0.58 - 0.15)+ 0.90 * (0.73 - 0.30)= -0.19
-0.19 < 0",mediation,penguin,3,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",,anticommonsense,formal,stress
15584,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and curly hair. Penguin mood has a direct effect on curly hair. For those who choose to take the stairs and penguins who are sad, the probability of curly hair is 77%. For those who choose to take the stairs and penguins who are happy, the probability of curly hair is 57%. For those who choose to take the elevator and penguins who are sad, the probability of curly hair is 39%. For those who choose to take the elevator and penguins who are happy, the probability of curly hair is 19%. For those who choose to take the stairs, the probability of penguin happiness is 44%. For those who choose to take the elevator, the probability of penguin happiness is 87%.",no,"Let X = my decision; V2 = penguin mood; Y = curly hair.
X->V2,X->Y,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]
P(Y=1 | X=0, V2=0) = 0.77
P(Y=1 | X=0, V2=1) = 0.57
P(Y=1 | X=1, V2=0) = 0.39
P(Y=1 | X=1, V2=1) = 0.19
P(V2=1 | X=0) = 0.44
P(V2=1 | X=1) = 0.87
0.87 * (0.57 - 0.77)+ 0.44 * (0.19 - 0.39)= -0.09
-0.09 < 0",mediation,penguin,3,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",,anticommonsense,formal,stress
11381,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and peanut allergy. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on peanut allergy. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 34%. For smokers, the probability of high tar deposit is 70%. For nonsmokers and with no tar deposit, the probability of being allergic to peanuts is 33%. For nonsmokers and with high tar deposit, the probability of being allergic to peanuts is 62%. For smokers and with no tar deposit, the probability of being allergic to peanuts is 19%. For smokers and with high tar deposit, the probability of being allergic to peanuts is 52%. The overall probability of smoking is 29%.",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = peanut allergy.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.34
P(V3=1 | X=1) = 0.70
P(Y=1 | X=0, V3=0) = 0.33
P(Y=1 | X=0, V3=1) = 0.62
P(Y=1 | X=1, V3=0) = 0.19
P(Y=1 | X=1, V3=1) = 0.52
P(X=1) = 0.29
0.70 - 0.34 * (0.52 * 0.29 + 0.62 * 0.71)= 0.11
0.11 > 0",frontdoor,smoking_frontdoor,3,nie,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]",,anticommonsense,formal,stress
4480,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on black hair. For people without a college degree, the probability of black hair is 37%. For people with a college degree or higher, the probability of black hair is 45%.",yes,"Let X = education level; V2 = skill; Y = black hair.
X->V2,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.37
P(Y=1 | X=1) = 0.45
0.45 - 0.37 = 0.08
0.08 > 0",chain,college_salary,3,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",,anticommonsense,formal,stress
6321,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and brown eyes. Residency status has a direct effect on department competitiveness and brown eyes. Department competitiveness has a direct effect on brown eyes. Residency status is unobserved. For individuals who are not male and applicants to a non-competitive department, the probability of brown eyes is 58%. For individuals who are not male and applicants to a competitive department, the probability of brown eyes is 29%. For individuals who are male and applicants to a non-competitive department, the probability of brown eyes is 57%. For individuals who are male and applicants to a competitive department, the probability of brown eyes is 19%. For individuals who are not male and out-of-state residents, the probability of competitive department is 52%. For individuals who are not male and in-state residents, the probability of competitive department is 25%. For individuals who are male and out-of-state residents, the probability of competitive department is 80%. For individuals who are male and in-state residents, the probability of competitive department is 57%. The overall probability of in-state residency is 90%.",yes,"Let V2 = residency status; X = gender; V3 = department competitiveness; Y = brown eyes.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k} P(Y=1|X=0,V3=v)*[P(V3=v|X=1,V2=k)-P(V3=v|X=0,V2=k)]*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.58
P(Y=1 | X=0, V3=1) = 0.29
P(Y=1 | X=1, V3=0) = 0.57
P(Y=1 | X=1, V3=1) = 0.19
P(V3=1 | X=0, V2=0) = 0.52
P(V3=1 | X=0, V2=1) = 0.25
P(V3=1 | X=1, V2=0) = 0.80
P(V3=1 | X=1, V2=1) = 0.57
P(V2=1) = 0.90
0.90 * 0.29 * (0.57 - 0.80)+ 0.10 * 0.29 * (0.25 - 0.52)= -0.09
-0.09 < 0",arrowhead,gender_admission_state,3,nie,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]",,anticommonsense,formal,stress
18995,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on department competitiveness and freckles. Residency status has a direct effect on department competitiveness and freckles. Department competitiveness has a direct effect on freckles. Residency status is unobserved. For individuals who are not male and applicants to a non-competitive department, the probability of freckles is 48%. For individuals who are not male and applicants to a competitive department, the probability of freckles is 61%. For individuals who are male and applicants to a non-competitive department, the probability of freckles is 47%. For individuals who are male and applicants to a competitive department, the probability of freckles is 56%. For individuals who are not male and out-of-state residents, the probability of competitive department is 11%. For individuals who are not male and in-state residents, the probability of competitive department is 55%. For individuals who are male and out-of-state residents, the probability of competitive department is 3%. For individuals who are male and in-state residents, the probability of competitive department is 45%. The overall probability of in-state residency is 17%.",yes,"Let V2 = residency status; X = gender; V3 = department competitiveness; Y = freckles.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k} P(Y=1|X=0,V3=v)*[P(V3=v|X=1,V2=k)-P(V3=v|X=0,V2=k)]*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.48
P(Y=1 | X=0, V3=1) = 0.61
P(Y=1 | X=1, V3=0) = 0.47
P(Y=1 | X=1, V3=1) = 0.56
P(V3=1 | X=0, V2=0) = 0.11
P(V3=1 | X=0, V2=1) = 0.55
P(V3=1 | X=1, V2=0) = 0.03
P(V3=1 | X=1, V2=1) = 0.45
P(V2=1) = 0.17
0.17 * 0.61 * (0.45 - 0.03)+ 0.83 * 0.61 * (0.55 - 0.11)= -0.02
-0.02 < 0",arrowhead,gender_admission_state,3,nie,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]",,anticommonsense,formal,stress
20911,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on effort and freckles. Effort has a direct effect on freckles. For nonsmokers and are lazy, the probability of freckles is 69%. For nonsmokers and are hard-working, the probability of freckles is 40%. For smokers and are lazy, the probability of freckles is 64%. For smokers and are hard-working, the probability of freckles is 26%. For nonsmokers, the probability of being hard-working is 16%. For smokers, the probability of being hard-working is 72%.",yes,"Let X = smoking; V2 = effort; Y = freckles.
X->V2,X->Y,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
\sum_{V2 = v} P(Y=1|X =0,V2 = v)*[P(V2 = v | X = 1) − P(V2 = v | X = 0)]
P(Y=1 | X=0, V2=0) = 0.69
P(Y=1 | X=0, V2=1) = 0.40
P(Y=1 | X=1, V2=0) = 0.64
P(Y=1 | X=1, V2=1) = 0.26
P(V2=1 | X=0) = 0.16
P(V2=1 | X=1) = 0.72
0.72 * (0.40 - 0.69)+ 0.16 * (0.26 - 0.64)= -0.16
-0.16 < 0",mediation,neg_mediation,3,nie,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]",,anticommonsense,formal,stress
11572,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Listening to jazz has a direct effect on smoking and lung cancer. Pollution has a direct effect on smoking and lung cancer. Smoking has a direct effect on lung cancer. Pollution is unobserved. For people who do not listen to jazz and nonsmokers, the probability of lung cancer is 52%. For people who do not listen to jazz and smokers, the probability of lung cancer is 80%. For people who listen to jazz and nonsmokers, the probability of lung cancer is 35%. For people who listen to jazz and smokers, the probability of lung cancer is 81%. For people who do not listen to jazz and with low pollution, the probability of smoking is 50%. For people who do not listen to jazz and with high pollution, the probability of smoking is 39%. For people who listen to jazz and with low pollution, the probability of smoking is 85%. For people who listen to jazz and with high pollution, the probability of smoking is 98%. The overall probability of high pollution is 51%.",yes,"Let V2 = pollution; X = listening to jazz; V3 = smoking; Y = lung cancer.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k} P(Y=1|X=0,V3=v)*[P(V3=v|X=1,V2=k)-P(V3=v|X=0,V2=k)]*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.52
P(Y=1 | X=0, V3=1) = 0.80
P(Y=1 | X=1, V3=0) = 0.35
P(Y=1 | X=1, V3=1) = 0.81
P(V3=1 | X=0, V2=0) = 0.50
P(V3=1 | X=0, V2=1) = 0.39
P(V3=1 | X=1, V2=0) = 0.85
P(V3=1 | X=1, V2=1) = 0.98
P(V2=1) = 0.51
0.51 * 0.80 * (0.98 - 0.85)+ 0.49 * 0.80 * (0.39 - 0.50)= 0.14
0.14 > 0",arrowhead,smoking_gene_cancer,3,nie,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]",,anticommonsense,formal,stress
1525,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Season has a direct effect on sprinkler and weather. Weather has a direct effect on ground. Sprinkler has a direct effect on ground. For people in the dry season, the probability of wet ground is 55%. For in the rainy season, the probability of wet ground is 62%.",no,"Let X = season; V3 = sprinkler; V2 = weather; Y = ground.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.55
P(Y=1 | X=1) = 0.62
0.62 - 0.55 = 0.07
0.07 > 0",diamond,floor_wet,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
8232,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Smoking has a direct effect on effort and college admission. Effort has a direct effect on college admission. For nonsmokers, the probability of college admission is 45%. For smokers, the probability of college admission is 42%.",no,"Let X = smoking; V2 = effort; Y = college admission.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.45
P(Y=1 | X=1) = 0.42
0.42 - 0.45 = -0.02
-0.02 < 0",mediation,neg_mediation,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
2808,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. For those who choose to take the stairs, the probability of penguin death is 45%. For those who choose to take the elevator, the probability of penguin death is 22%.",no,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.45
P(Y=1 | X=1) = 0.22
0.22 - 0.45 = -0.23
-0.23 < 0",mediation,penguin,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
10361,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pre-conditions has a direct effect on vaccination and disease. Vaccination has a direct effect on disease. For people with no pre-conditions and refusing the vaccine, the probability of recovering from the disease is 7%. For people with no pre-conditions and getting the vaccine, the probability of recovering from the disease is 37%. For people with pre-conditions and refusing the vaccine, the probability of recovering from the disease is 65%. For people with pre-conditions and getting the vaccine, the probability of recovering from the disease is 96%. The overall probability of pre-conditions is 41%.",no,"Let V1 = pre-conditions; X = vaccination; Y = disease.
V1->X,V1->Y,X->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V1=v} P(V1=v)*[P(Y=1|V1=v,X=1) - P(Y=1|V1=v, X=0)]
P(Y=1 | V1=0, X=0) = 0.07
P(Y=1 | V1=0, X=1) = 0.37
P(Y=1 | V1=1, X=0) = 0.65
P(Y=1 | V1=1, X=1) = 0.96
P(V1=1) = 0.41
0.59 * (0.37 - 0.07) + 0.41 * (0.96 - 0.65) = 0.31
0.31 > 0",confounding,simpson_vaccine,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
23989,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Gender has a direct effect on smoking and lung cancer. Smoking has a direct effect on tar deposit. Tar deposit has a direct effect on lung cancer. Gender is unobserved. For nonsmokers, the probability of high tar deposit is 79%. For smokers, the probability of high tar deposit is 40%. For nonsmokers and with no tar deposit, the probability of lung cancer is 79%. For nonsmokers and with high tar deposit, the probability of lung cancer is 49%. For smokers and with no tar deposit, the probability of lung cancer is 71%. For smokers and with high tar deposit, the probability of lung cancer is 40%. The overall probability of smoking is 45%.",no,"Let V1 = gender; X = smoking; V3 = tar deposit; Y = lung cancer.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.79
P(V3=1 | X=1) = 0.40
P(Y=1 | X=0, V3=0) = 0.79
P(Y=1 | X=0, V3=1) = 0.49
P(Y=1 | X=1, V3=0) = 0.71
P(Y=1 | X=1, V3=1) = 0.40
P(X=1) = 0.45
(0.40 - 0.79)* (0.40 * 0.45) + (0.60 - 0.21) * (0.49 * 0.55) = 0.12
0.12 > 0",frontdoor,smoking_frontdoor,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
13171,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The man in the room has a direct effect on room. The candle has a direct effect on room. For people not blowing out candles, the probability of dark room is 85%. For people who blow out candles, the probability of dark room is 52%.",yes,"Let V2 = the candle; X = the man in the room; Y = room.
X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y|X)
P(Y=1 | X=0) = 0.85
P(Y=1 | X=1) = 0.52
0.52 - 0.85 = -0.34
-0.34 < 0",fork,candle,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
17244,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on salary. For people without a college degree, the probability of high salary is 18%. For people with a college degree or higher, the probability of high salary is 38%.",yes,"Let X = education level; V2 = skill; Y = salary.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.18
P(Y=1 | X=1) = 0.38
0.38 - 0.18 = 0.20
0.20 > 0",chain,college_salary,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
17328,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Education level has a direct effect on skill. Skill has a direct effect on salary. For people without a college degree, the probability of high salary is 61%. For people with a college degree or higher, the probability of high salary is 81%.",yes,"Let X = education level; V2 = skill; Y = salary.
X->V2,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.61
P(Y=1 | X=1) = 0.81
0.81 - 0.61 = 0.20
0.20 > 0",chain,college_salary,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
2655,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: My decision has a direct effect on penguin mood and penguin survival. Penguin mood has a direct effect on penguin survival. For those who choose to take the stairs, the probability of penguin death is 54%. For those who choose to take the elevator, the probability of penguin death is 49%.",yes,"Let X = my decision; V2 = penguin mood; Y = penguin survival.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.54
P(Y=1 | X=1) = 0.49
0.49 - 0.54 = -0.05
-0.05 < 0",mediation,penguin,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
3109,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vaccination status has a direct effect on vaccination reaction and getting smallpox. Getting smallpox has a direct effect on smallpox survival. Vaccination reaction has a direct effect on smallpox survival. For unvaccinated individuals, the probability of smallpox survival is 71%. For vaccinated individuals, the probability of smallpox survival is 65%.",yes,"Let X = vaccination status; V3 = vaccination reaction; V2 = getting smallpox; Y = smallpox survival.
X->V3,X->V2,V2->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.71
P(Y=1 | X=1) = 0.65
0.65 - 0.71 = -0.06
-0.06 < 0",diamond,vaccine_kills,2,ate,E[Y | do(X = 1)] - E[Y | do(X = 0)],,commonsense,formal,stress
180,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Husband has a direct effect on wife and alarm clock. Wife has a direct effect on alarm clock. Method 1: We look at how husband correlates with alarm clock case by case according to wife. Method 2: We look directly at how husband correlates with alarm clock in general.",no,"nan
nan
nan
nan
nan
nan
nan",mediation,alarm,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
16684,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. Method 1: We look at how appearance correlates with talent case by case according to fame. Method 2: We look directly at how appearance correlates with talent in general.",no,"nan
nan
nan
nan
nan
nan
nan",collision,celebrity,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
4834,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Unobserved confounders has a direct effect on education level and salary. Proximity to a college has a direct effect on education level. Education level has a direct effect on salary. Unobserved confounders is unobserved. Method 1: We look directly at how education level correlates with salary in general. Method 2: We look at this correlation case by case according to unobserved confounders.",no,"nan
nan
nan
nan
nan
nan
nan",IV,college_wage,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
22708,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kidney stone size has a direct effect on treatment and recovery. Treatment has a direct effect on recovery. Method 1: We look directly at how treatment correlates with recovery in general. Method 2: We look at this correlation case by case according to kidney stone size.",no,"nan
nan
nan
nan
nan
nan
nan",confounding,simpson_kidneystone,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
25302,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Poverty has a direct effect on water quality and cholera. Water company has a direct effect on water quality. Water quality has a direct effect on cholera. Poverty is unobserved. Method 1: We look directly at how water quality correlates with cholera in general. Method 2: We look at this correlation case by case according to poverty.",no,"nan
nan
nan
nan
nan
nan
nan",IV,water_cholera,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
519,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: The man in the room has a direct effect on room. The candle has a direct effect on room. Method 1: We look directly at how the man in the room correlates with room in general. Method 2: We look at this correlation case by case according to the candle.",yes,"nan
nan
nan
nan
nan
nan
nan",fork,candle,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
4015,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. Method 1: We look directly at how appearance correlates with talent in general. Method 2: We look at this correlation case by case according to fame.",yes,"nan
nan
nan
nan
nan
nan
nan",collision,celebrity,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
14959,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Alice waking up has a direct effect on Alice arriving to school. Traffic has a direct effect on Alice arriving to school. Method 1: We look directly at how Alice waking up correlates with Alice arriving to school in general. Method 2: We look at this correlation case by case according to traffic.",yes,"nan
nan
nan
nan
nan
nan
nan",fork,getting_late,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
8469,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Obesity has a direct effect on diabetes and lifespan. Smoking has a direct effect on diabetes and lifespan. Diabetes has a direct effect on lifespan. Smoking is unobserved. Method 1: We look directly at how obesity correlates with lifespan in general. Method 2: We look at this correlation case by case according to diabetes.",yes,"nan
nan
nan
nan
nan
nan
nan",arrowhead,obesity_mortality,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
21803,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Eating citrus has a direct effect on vitmain C. Vitmain C has a direct effect on scurvy. Method 1: We look directly at how eating citrus correlates with scurvy in general. Method 2: We look at this correlation case by case according to vitmain C.",yes,"nan
nan
nan
nan
nan
nan
nan",chain,orange_scurvy,2,backadj,[backdoor adjustment set for Y given X],,commonsense,formal,stress
4086,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. For people who are famous, the correlation between attractive appearance and talent is -0.08.",no,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,celebrity,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,commonsense,formal,stress
16516,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. For people who are famous, the correlation between attractive appearance and talent is -0.01.",no,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,celebrity,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,commonsense,formal,stress
16596,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. For people who are famous, the correlation between attractive appearance and talent is -0.04.",no,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,celebrity,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,commonsense,formal,stress
19726,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Respiratory issues has a direct effect on hospitalization status. Broken bones has a direct effect on hospitalization status. For hospitalized individuals, the correlation between respiratory issues and broken bones is -0.25.",no,"Let Y = broken bones; X = respiratory issues; V3 = hospitalization status.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,hospitalization,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,commonsense,formal,stress
19826,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Respiratory issues has a direct effect on hospitalization status. Broken bones has a direct effect on hospitalization status. For hospitalized individuals, the correlation between respiratory issues and broken bones is -0.04.",no,"Let Y = broken bones; X = respiratory issues; V3 = hospitalization status.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
no",collision,hospitalization,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,commonsense,formal,stress
4087,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Appearance has a direct effect on fame. Talent has a direct effect on fame. For people who are famous, the correlation between attractive appearance and talent is -0.08.",yes,"Let Y = talent; X = appearance; V3 = fame.
X->V3,Y->V3
E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]
X and Y do not affect each other.

0
yes",collision,celebrity,2,collider_bias,"E[Y = 1 | do(X = 1), V3 = 1] - E[Y = 1 | do(X = 0), V3 = 1]",,commonsense,formal,stress
